pos_x,pos_y
-29.76650047302246,247.75021362304688
-28.1226806640625,247.7244110107422
-26.4880313873291,247.69879150390625
-24.86956214904785,247.673828125
-23.270370483398438,247.64971923828125
-21.689483642578125,247.62661743164062
-20.122859954833984,247.6045684814453
-18.565065383911133,247.5834197998047
-17.0108699798584,247.5630645751953
-15.456406593322754,247.54336547851562
-13.899587631225586,247.52423095703125
-12.339924812316895,247.5054473876953
-10.778046607971191,247.48687744140625
-9.215133666992188,247.4684600830078
-7.652482509613037,247.45021057128906
-6.091235160827637,247.431884765625
-4.5322651863098145,247.41358947753906
-2.976174831390381,247.3952178955078
-1.423332929611206,247.37677001953125
0.12605851888656616,247.3582305908203
1.6719038486480713,247.33956909179688
3.214168071746826,247.32083129882812
4.752845764160156,247.3019561767578
6.287944793701172,247.2830047607422
7.819484710693359,247.2640380859375
12.481155395507812,247.20684814453125
14.056744575500488,247.18824768066406
15.628105163574219,247.1700897216797
17.195520401000977,247.1522674560547
18.75945281982422,247.1346435546875
20.31974220275879,247.1168975830078
21.875926971435547,247.0989227294922
23.428098678588867,247.08099365234375
24.976469039916992,247.0630645751953
26.521060943603516,247.0445098876953
28.062053680419922,247.02529907226562
29.599430084228516,247.00575256347656
31.13287925720215,246.9859161376953
32.662471771240234,246.965576171875
34.18832778930664,246.944580078125
35.71058654785156,246.92337036132812
37.22907257080078,246.90206909179688
38.7438850402832,246.8804931640625
40.25511169433594,246.85861206054688
41.76265335083008,246.8363037109375
43.266502380371094,246.8136444091797
44.76667022705078,246.7906951904297
46.41259002685547,246.76527404785156
48.054256439208984,246.73976135253906
49.69166564941406,246.71392822265625
51.32470703125,246.6876983642578
52.953433990478516,246.66156005859375
54.5778694152832,246.63575744628906
56.19804382324219,246.61000061035156
57.813987731933594,246.5841522216797
59.42572784423828,246.5583038330078
61.03327941894531,246.53250122070312
62.6365966796875,246.50685119628906
64.23564147949219,246.4812469482422
65.8304672241211,246.45553588867188
67.42118072509766,246.42958068847656
69.0078125,246.4033660888672
70.59027862548828,246.37704467773438
72.16860961914062,246.35089111328125
73.74296569824219,246.3248748779297
75.3133544921875,246.29891967773438
76.87973022460938,246.27308654785156
78.4417953491211,246.24746704101562
79.99974060058594,246.22195434570312
81.5538330078125,246.19659423828125
83.10415649414062,246.17124938964844
84.65052032470703,246.14590454101562
86.19277954101562,246.12042236328125
87.7310791015625,246.0947723388672
89.26546478271484,246.06898498535156
90.7958984375,246.0431365966797
92.32247161865234,246.01719665527344
93.84516906738281,245.99118041992188
95.36397552490234,245.96510314941406
96.87889862060547,245.93875122070312
98.39010620117188,245.9122772216797
99.89759826660156,245.88592529296875
101.40129852294922,245.8595428466797
103.03711700439453,245.8304901123047
104.66856384277344,245.80142211914062
106.2955551147461,245.7724151611328
107.9179458618164,245.74319458007812
109.53591918945312,245.7140655517578
111.14979553222656,245.68484497070312
112.75933837890625,245.65536499023438
114.3643798828125,245.62596130371094
115.96484375,245.5963897705078
117.56107330322266,245.56654357910156
119.15303039550781,245.53680419921875
120.74075317382812,245.50704956054688
122.32418060302734,245.47708129882812
123.90328216552734,245.4471893310547
125.47806549072266,245.4173126220703
127.04869842529297,245.38719177246094
128.61521911621094,245.35670471191406
130.17759704589844,245.3261260986328
131.73568725585938,245.2957305908203
133.2895965576172,245.2651824951172
134.83946228027344,245.23451232910156
136.38516235351562,245.2034912109375
137.92669677734375,245.17221069335938
139.4641876220703,245.1410675048828
140.99765014648438,245.10971069335938
142.5270233154297,245.0780792236328
144.0522918701172,245.0465850830078
145.5736541748047,245.01495361328125
147.0909881591797,244.98306274414062
148.60435485839844,244.9512939453125
150.11383056640625,244.91969299316406
151.61940002441406,244.88803100585938
153.12088012695312,244.8563232421875
154.74307250976562,244.82232666015625
156.36080932617188,244.7884063720703
157.97406005859375,244.75448608398438
159.5825653076172,244.72091674804688
161.1864471435547,244.68772888183594
162.7860565185547,244.6541290283203
164.38131713867188,244.62059020996094
165.97206115722656,244.58743286132812
167.5581817626953,244.55410766601562
169.13995361328125,244.52099609375
170.71749877929688,244.48814392089844
172.29063415527344,244.4551239013672
173.8593292236328,244.42222595214844
175.42367553710938,244.38943481445312
176.9838409423828,244.3566436767578
178.53970336914062,244.32391357421875
180.09120178222656,244.2911834716797
181.638427734375,244.25857543945312
